"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Measure Name","Achievement Measure Rate","Kt/V Comprehensive Measure Score","Kt/V Comprehensive Reason for No Score (See Footnotes File)","State Average Kt/V Comprehensive Measure Score","National Average Kt/V Comprehensive Measure Score"
"FLORIDA DIALYSIS CENTER OF CELEBRATION LLC","682578","-","5051 WEST IRLO BRONSON MEMORIAL HIGHWAY","KISSIMMEE","FL","34746","7","KT/V COMPREHENSIVE","  95.35%","7","-","7","7"
"NKC BOCA RATON, LLC","682579","-","7525 NORTH STATE ROAD 7","PARKLAND","FL","33073","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"FMC - PORT CHARLOTTE","682581","-","2020 TAMIAMI TRAIL","PORT CHARLOTTE","FL","33948","7","KT/V COMPREHENSIVE","  93.78%","4","-","7","7"
"LYNN HAVEN DIALYSIS","682582","-","404 E 24TH STREET","LYNN HAVEN","FL","32444","7","KT/V COMPREHENSIVE","  94.74%","5","-","7","7"
"FLORIDA DIALYSIS CENTER OF HAINES CITY LLC","682583","-","2340 NORTH BOULEVARD WEST","DAVENPORT","FL","33837","7","KT/V COMPREHENSIVE","  74.22%","0","-","7","7"
"MARTIN LUTHER KING RENAL INSTITUTE, LLC","682584","-","6112 NW 7TH AVE","MIAMI","FL","33127","7","KT/V COMPREHENSIVE","  88.64%","0","-","7","7"
"FMC-LAKE CITY WEST","682585","-","179 SW PROSPERITY PLACE","LAKE CITY","FL","32024","7","KT/V COMPREHENSIVE","  98.78%","10","-","7","7"
"JUPITER DIALYSIS","682586","-","630 MAPLEWOOD DR STE 200","JUPITER","FL","33458","7","KT/V COMPREHENSIVE","  96.83%","8","-","7","7"
"DSI NORTH TAMPA DIALYSIS","682587","-","3421 NORTH LAKEVIEW DRIVE","TAMPA","FL","33618","7","KT/V COMPREHENSIVE","  98.45%","9","-","7","7"
"DIALYZE DIRECT FL","682588","-","1601 CLINT MOORE AVE #160","BOCA RATON","FL","33487","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"USRC BOYNTON BEACH, LLC","682589","-","1500 W GATEWAY BLVD SUITE 190","BOYNTON BEACH","FL","33426","7","KT/V COMPREHENSIVE","  98.76%","10","-","7","7"
"UNITED DIALYSIS CENTER, INC.","682590","-","1311 E ATLANTIC BLVD","POMPANO BEACH","FL","33060","7","KT/V COMPREHENSIVE","  89.96%","0","-","7","7"
"CENTRAL FLORIDA KINDEY CENTER-EAST ORLANDO","682591","-","401 S CHICKASAW TRAIL","ORLANDO","FL","32825","7","KT/V COMPREHENSIVE","  92.61%","2","-","7","7"
"GAINESVILLE NEWBERRY DIALYSIS","682592","-","1177 NW 64TH TERRACE","GAINESVILLE","FL","32605","7","KT/V COMPREHENSIVE","  93.87%","4","-","7","7"
"FMC - CORAL GABLES LLC","682593","-","238 PALERMO AVENUE","MIAMI","FL","33134","7","KT/V COMPREHENSIVE","  96.85%","9","-","7","7"
"TAMPA BAY DIALYSIS","682594","-","2301 W MARTIN LUTHER KING JR BLVD","TAMPA","FL","33604","7","KT/V COMPREHENSIVE","  94.65%","6","-","7","7"
"CAPE CORAL HOME TRAINING","682595","-","3637 DEL PRADO BLVD S SUITE 202","CAPE CORAL","FL","33904","7","KT/V COMPREHENSIVE","  98.00%","9","-","7","7"
"KENNEDY BOULEVARD DIALYSIS","682596","-","2205 W KENNEDY BLVD","TAMPA","FL","33606","7","KT/V COMPREHENSIVE","  92.84%","3","-","7","7"
"FIRST PREVENTION & DIALYSIS CENTER, LLC","682597","-","17940 NW 27TH  AVENUE","MIAMI GARDENS","FL","33056","7","KT/V COMPREHENSIVE","  88.73%","0","-","7","7"
"LAND O LAKES DIALYSIS","682598","-","2100 VIA BELLA BLVD SUITE# 104","LAND O LAKES","FL","34639","7","KT/V COMPREHENSIVE","  94.48%","5","-","7","7"
"WEST ORANGE MAITLAND DIALYSIS CENTER LLC","682599","-","7960 FORREST CITY RD SUITE 105","ORLANDO","FL","32810","7","KT/V COMPREHENSIVE","  94.72%","8","-","7","7"
"WEST ORANGE WINTER GARDEN DIALYSIS CENTER LLC","682600","-","1210 E PLANT ST SUITE 130","WINTER GARDEN","FL","34787","7","KT/V COMPREHENSIVE","  89.88%","0","-","7","7"
"AQUANOVA, INC.","682601","-","18004 NW 6TH STREET #104","PEMBROKE PINES","FL","33029","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"EAST TALLAHASSEE HOME TRAINING","682602","-","2417 MILL CREEK LN UNIT 3","TALLAHASSEE","FL","32308","7","KT/V COMPREHENSIVE","  93.82%","4","-","7","7"
"HOME DIALYSIS SERVICES NORTH TAMPA, LLC","682604","-","7187 BROAD STREET","BROOKSVILLE","FL","34601","7","KT/V COMPREHENSIVE","  47.14%","4","-","7","7"
"FMC-AUBURNDALE","682605","-","365 HAVENDALE BLVD","AUBURNDALE","FL","33823","7","KT/V COMPREHENSIVE","  94.62%","6","-","7","7"
"FMC- OCEAN SOUND DIALYSIS","682606","-","2876 NE 8TH STREET","HOMESTEAD","FL","33033","7","KT/V COMPREHENSIVE","  97.48%","8","-","7","7"
"LAKE CITY HOME THERAPIES","682607","-","215 SW PROSPERITY PLACE SUITE 101","LAKE CITY","FL","32024","7","KT/V COMPREHENSIVE","  90.81%","6","-","7","7"
"NULIFE DIALYSIS INC.","682608","-","4805 NW 183RD STREET","OPA LOCKA","FL","33055","7","KT/V COMPREHENSIVE","  89.86%","3","-","7","7"
"FMC-TROUT RIVER DIALYSIS","682609","-","3107 EDGEWOOD AVE W","JACKSONVILLE","FL","32209","7","KT/V COMPREHENSIVE","  92.26%","2","-","7","7"
"PALM COAST HOME TRAINING","682610","-","80 PINNACLES DR STE 1000","PALM COAST","FL","32164","7","KT/V COMPREHENSIVE","  99.11%","10","-","7","7"
"APOLLO RENAL CENTER MIAMI LLC","682611","-","955 NW 3RD ST","MIAMI","FL","33128","7","KT/V COMPREHENSIVE","  83.70%","3","-","7","7"
"LAKE SEMINOLE DIALYSIS","682612","-","10799 PARK BLVD NORTH","SEMINOLE","FL","33772","7","KT/V COMPREHENSIVE","  95.54%","6","-","7","7"
"ARA COLLINS ROAD DIALYSIS CENTER","682613","-","6196 LAKE GRAY BLVD SUITE 112","JACKSONVILLE","FL","32244","7","KT/V COMPREHENSIVE","  99.07%","10","-","7","7"
"FRESENIUS KIDNEY CARE ORANGE PARK NORTH","682614","-","2010 WELLS POND COURT","ORANGE PARK","FL","32073","7","KT/V COMPREHENSIVE","  98.82%","10","-","7","7"
"OSLO DIALYSIS","682615","-","100 S US HIGHWAY 1","VERO BEACH","FL","32962","7","KT/V COMPREHENSIVE","  89.61%","1","-","7","7"
"BAYSHORE DIALYSIS","682616","-","16151 SLATER RD","NORTH FORT MYERS","FL","33917","7","KT/V COMPREHENSIVE","  97.64%","9","-","7","7"
"CLERMONT DIALYSIS CENTER, LLC","682617","-","1625 HANCOCK ROAD","CLERMONT","FL","34711","7","KT/V COMPREHENSIVE","  94.04%","4","-","7","7"
"ORLANDO AIRPORT DIALYSIS","682618","-","5778 S SEMORAN BLVD SUITE A","ORLANDO","FL","32822","7","KT/V COMPREHENSIVE","  96.21%","7","-","7","7"
"RENVIVA DIALYSIS CENTER OF CLEARWATER, LLC","682619","-","401 CORBETT SUITE 250","CLEARWATER","FL","33756","7","KT/V COMPREHENSIVE","  71.64%","4","-","7","7"
"DIALYSIS CARE CENTER LEESBURG,LLC","682620","-","600 W NORTH BOULEVARD SUITE B","LEESBURG","FL","34788","7","KT/V COMPREHENSIVE","  80.61%","0","-","7","7"
"BROOKSVILLE DIALYSIS","682621","-","7326 BROAD ST","BROOKSVILLE","FL","34601","7","KT/V COMPREHENSIVE","  94.15%","5","-","7","7"
"HERNANDO HOME TRAINING","682622","-","4251 MARINER BLVD","SPRING HILL","FL","34609","7","KT/V COMPREHENSIVE","  97.64%","9","-","7","7"
"FRESENIUS KIDNEY CARE REGENCY DIALYSIS","682623","-","1211 ST JOHNS BLUFF RD NORTH","JACKSONVILLE","FL","32225","7","KT/V COMPREHENSIVE","  90.85%","0","-","7","7"
"VIP KIDNEY HEALTH, LLC","682624","-","2605 W ATLANTIC AVE C-101","DELRAY BEACH","FL","33445","7","KT/V COMPREHENSIVE","  85.51%","0","-","7","7"
"FRESENIUS KIDNEY CARE AMELIA ISLAND","682625","-","960144 GATEWAY BLVD","FERNANDINA BEACH","FL","32034","7","KT/V COMPREHENSIVE","  96.80%","7","-","7","7"
"FRESENIUS KIDNEY CARE OF WELLINGTON WEST","682626","-","1221 S STATE ROAD 7 SUITE 101","WELLINGTON","FL","33414","7","KT/V COMPREHENSIVE","  91.50%","6","-","7","7"
"JACKSONVILLE WESTSIDE DIALYSIS","682627","-","5276 BLANDING BLVD SUITE 26","JACKSONVILLE","FL","32210","7","KT/V COMPREHENSIVE","  92.68%","6","-","7","7"
"FRESENIUS KIDNEY CARE ST AUGUSTINE SOUTH","682628","-","65 WHITEHALL DR","SAINT AUGUSTINE","FL","32086","7","KT/V COMPREHENSIVE","  94.27%","4","-","7","7"
"TRINITY DIALYSIS","682629","-","2870 BUND AVE","NEW PORT RICHEY","FL","34655","7","KT/V COMPREHENSIVE","  95.89%","8","-","7","7"
"FALKENBURG DIALYSIS","682630","-","3140 S FALKENBURG ROAD SUITE 101","RIVERVIEW","FL","33578","7","KT/V COMPREHENSIVE","  92.86%","3","-","7","7"
"CAPE CORAL KIDNEY CENTER, LLC","682631","-","2735 SANTA BARBARA BLVD SUITE 100-200","CAPE CORAL","FL","33914","7","KT/V COMPREHENSIVE","  91.29%","1","-","7","7"
"PORT ORANGE DAVITA DIALYSIS","682632","-","3997 S NOVA ROAD","PORT ORANGE","FL","32127","7","KT/V COMPREHENSIVE","  87.23%","0","-","7","7"
"WELLINGTON DIALYSIS","682633","-","573 N STATE ROAD 7","ROYAL PALM BEACH","FL","33411","7","KT/V COMPREHENSIVE","  97.91%","9","-","7","7"
"FRESENIUS KIDNEY CARE PERRINE","682634","-","10850 SW 184TH STREET","MIAMI","FL","33157","7","KT/V COMPREHENSIVE","  98.13%","9","-","7","7"
"SEBASTIAN DIALYSIS CARE CENTER","682635","-","1807 US HIGHWAY1","SEBASTIAN","FL","32958","7","KT/V COMPREHENSIVE","  94.87%","5","-","7","7"
"FRESENIUS KIDNEY CARE TOWN AND COUNTRY","682636","-","5951 WEBB ROAD","TAMPA","FL","33615","7","KT/V COMPREHENSIVE","  87.62%","0","-","7","7"
"ALAFAYA DIALYSIS","682637","-","12001 SCIENCE DRIVE SUITE 110","ORLANDO","FL","32826","7","KT/V COMPREHENSIVE","  97.99%","9","-","7","7"
"WEST ORANGE ORLANDO DIALYSIS CENTER LLC","682638","-","828 MERCY DRIVE SUITE 2","ORLANDO","FL","32808","7","KT/V COMPREHENSIVE","  82.32%","0","-","7","7"
"FRESENIUS KIDNEY CARE CENTRAL PENSACOLA","682639","-","5476 MOBILE HIGHWAY","PENSACOLA","FL","32526","7","KT/V COMPREHENSIVE","  99.45%","10","-","7","7"
"BETHESDA DIALYSIS","682640","-","332 N CONGRESS AVE","BOYNTON BEACH","FL","33426","7","KT/V COMPREHENSIVE","  92.51%","2","-","7","7"
"FRESENIUS KIDNEY CARE-EAST FORT WALTON BEACH","682641","-","315 GREEN ACRES ROAD","FORT WALTON BEACH","FL","32547","7","KT/V COMPREHENSIVE","  98.12%","9","-","7","7"
"FRESENIUS KIDNEY CARE-CLERMONT WEST","682642","-","14619 CR 565A","GROVELAND","FL","34736","7","KT/V COMPREHENSIVE","  95.75%","6","-","7","7"
"GRAND DIALYSIS SERVICES, LLC","682643","-","500 N HIATUS ROAD SUITE 105","PEMBROKE PINES","FL","33026","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"OAKLAND DIALYSIS CENTER LLC","682644","-","3250 N STATE ROAD 7 REEF PLAZA","FORT LAUDERDALE","FL","33319","7","KT/V COMPREHENSIVE","  85.53%","0","-","7","7"
"SUNSHINE DIALYSIS CARE CENTERS","682645","-","2900 BROADWAY AVE, STE 3004","RIVIERA BEACH","FL","33404","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"TARPON SPRINGS DIALYSIS, LLC","682646","-","41747 US HIGHWAY 19 NORTH","TARPON SPRINGS","FL","34689","7","KT/V COMPREHENSIVE","  93.63%","4","-","7","7"
"WILDWOOD DIALYSIS","682647","-","4713 E SR44 SUITE 900","WILDWOOD","FL","34785","7","KT/V COMPREHENSIVE","  89.70%","0","-","7","7"
"FLEMING ISLAND DIALYSIS","682648","-","4575 US HWY 17 UNIT 301","FLEMING ISLAND","FL","32003","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"FRESENIUS KIDNEY CARE SEBASTIAN","682649","-","14355 US HWY 1","SEBASTIAN","FL","32958","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"EMERALD COAST DIALYSIS","682650","-","1112 HOSPITAL RD","FORT WALTON BEACH","FL","32547","7","KT/V COMPREHENSIVE","  91.22%","1","-","7","7"
"DAVITA HAMMOCK KIDNEY CENTER","682651","-","1800 SW 8TH STREET","MIAMI","FL","33135","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"FRESENIUS KIDNEY CARE CENTRAL TALLAHASSEE","682652","-","2600 CENTENNIAL PLACE","TALLAHASSEE","FL","32308","7","KT/V COMPREHENSIVE","  97.17%","8","-","7","7"
"FRESENIUS KIDNEY CARE-EAST FORT LAUDERDALE","682653","-","2301 W OAKLAND  PARK BLVD","FORT LAUDERDALE","FL","33311","7","KT/V COMPREHENSIVE","  96.79%","7","-","7","7"
"PALM SPRINGS DIALYSIS CENTER, LLC","682654","-","1890 S MILITARY TRAIL","WEST PALM BEACH","FL","33415","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"DAVITA BROOKSIDE DIALYSIS","682655","-","10725 WILES RD","CORAL SPRINGS","FL","33076","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"FRESENIUS KIDNEY CARE LADY LAKE","682656","-","310 LONGVIEW AVE","LADY LAKE","FL","32159","7","KT/V COMPREHENSIVE"," 100.00%","10","-","7","7"
"PALISADES DIALYSIS, LLC","682657","-","5200 NE 2ND AVE","MIAMI","FL","33137","7","KT/V COMPREHENSIVE","  98.15%","9","-","7","7"
"INVERRARY DIALYSIS","682658","-","4984 N UNIVERSITY DRIVE","LAUDERHILL","FL","33351","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"FRESENIUS MEDICAL CARE NORTH FORT MYERS, LLC","682659","-","15991 N CLEVELAND AVENUE","NORTH FORT MYERS","FL","33903","7","KT/V COMPREHENSIVE","  97.67%","8","-","7","7"
"FRESENIUS KIDNEY CARE SARASOTA TRAILS","682660","-","4012 S TAMIAMI TRAIL","SARASOTA","FL","34231","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"SOUTH CENTRAL FLORIDA DIALYSIS PARTNERS, LLC","682661","-","4578 S KIRKMAN RD","ORLANDO","FL","32811","7","KT/V COMPREHENSIVE","  90.40%","0","-","7","7"
"FRESENIUS KIDNEY CARE SOUTHERN BROWARD","682662","-","2700 HOLLYWOOD BLVD SUITE 100","HOLLYWOOD","FL","33020","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"SUNSHINE STATE DIALYSIS CENTER","682663","-","2710 ALLEN ROAD","TALLAHASSEE","FL","32312","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"DCI JACKSONVILLE MID-TOWN","682664","-","655 WEST 8TH STREET","JACKSONVILLE","FL","32209","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"LOURDES DIALYSIS, LLC","682665","-","8259 CLARCONA OCOEE RD","ORLANDO","FL","32818","7","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"HIGDEN DIALYSIS, LLC","742500","-","9340 HIGHWAY 6 STE 400","MISSOURI CITY","TX","77459","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"USRC SUNNYVALE, LLC","742501","-","220 S COLLINS RD","SUNNYVALE","TX","75182","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"HENNEPIN DIALYSIS, LLC","742502","-","2511 CROCKETT DR","BROWNWOOD","TX","76801","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"FRESENIUS MEDICAL CARE RENNER ROAD, LLC","742503","-","3317 ESSEX DR STE 150","RICHARDSON","TX","75082","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"USRC LAS CANTERAS, LLC","742504","-","10502 SANDIA DR","LAREDO","TX","78045","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.","742505","-","2733 1ST ST","ROSENBERG","TX","77471","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"USRC EAST DALLAS, LLC","742506","-","11255 GRALAND RD. SUITE 1160","DALLAS","TX","75218","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.","742507","-","10505 JONES RD","HOUSTON","TX","77065","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.","742508","-","1210 SOUTHMORE AVE","PASADENA","TX","77502","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.","742509","-","400 W MEDICAL CENTER BLVD STE 125","WEBSTER","TX","77598","14","KT/V COMPREHENSIVE","  68.38%","0","-","7","7"
"USRC WEST GRAND PRAIRIE, LLC","742510","-","4045 S. GREAT SOUTHWEST PARKWAY SUITE 100","GRAND PRAIRIE","TX","75052","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"USRC CEDAR HILL, LLC","742511","-","458 N HIGHWAY 67 STE 400","CEDAR HILL","TX","75104","14","KT/V COMPREHENSIVE","  78.41%","0","-","7","7"
"KEY DIALYSIS, LLC","742512","-","1400 CREEK WAY DR STE 211","SUGAR LAND","TX","77478","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"ELLSWORTH DIALYSIS LLC","742513","-","4601 MEDICAL CENTER DR STE G","MCKINNEY","TX","75069","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"INNOVATIVE DIALYSIS SOLUTIONS AT HOME OF DEVINE","742521","-","108 SOUTH UPSON DRIVE","DEVINE","TX","78016","14","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"FRESENIUS MEDICAL CARE AUGUSTA HOME","852500","-","2470 WRIGHTSBORO RD","AUGUSTA","GA","30904","6","KT/V COMPREHENSIVE","  89.90%","1","-","6","7"
"SOUTHWEST ATLANTA HOME TRAINING","852501","-","3201 ATLANTA INDUSTRIAL PARKWAY NORTHWEST SUITE 101","ATLANTA","GA","30331","6","KT/V COMPREHENSIVE","  98.13%","9","-","6","7"
"VERITAS DIALYSIS","852502","-","5329 MEMORIAL DRIVE SUITE B","STONE MOUNTAIN","GA","30083","6","KT/V COMPREHENSIVE","  82.56%","1","-","6","7"
"DIALYSIS CENTER OF MILLEDGEVILLE","852503","-","1520 N. COLUMBIA STREET SUITE 100","MILLEDGEVILLE","GA","31061","6","KT/V COMPREHENSIVE","  95.24%","6","-","6","7"
"DSI DEKALB DIALYSIS","852504","-","4570B MEMORIAL DRIVE","DECATUR","GA","30032","6","KT/V COMPREHENSIVE","  95.06%","5","-","6","7"
"NCG BARROW LLC","852505","-","655 EXCHANGE CIRCLE SUITE 100","BETHLEHEM","GA","30620","6","KT/V COMPREHENSIVE","  97.32%","8","-","6","7"
"BIO-MEDICAL APPLICATIONS OF GEORGIA","852506","-","110 LOGAN COURT","ALBANY","GA","31707","6","KT/V COMPREHENSIVE","  97.55%","8","-","6","7"
"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.","852507","-","3602 MARATHON CIRCLE","AUSTELL","GA","30106","6","KT/V COMPREHENSIVE","  99.30%","10","-","6","7"
"FRESENIUS KIDNEY CARE - BARTOW COUNTY","852508","-","60 SLOPES DRIVE","CARTERSVILLE","GA","30120","6","KT/V COMPREHENSIVE","  92.36%","9","-","6","7"
"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC","852509","-","65 FRANCIS WAY","SHARPSBURG","GA","30277","6","KT/V COMPREHENSIVE","  98.41%","9","-","6","7"
"ODIORNE DIALYSIS","852510","-","2460 WESLEY CHAPEL RD, STE 25D","DECATUR","GA","30035","6","KT/V COMPREHENSIVE","  97.09%","8","-","6","7"
"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.","852511","-","5694A OGEECHEE ROAD","SAVANNAH","GA","31405","6","KT/V COMPREHENSIVE","  93.71%","4","-","6","7"
"DIALYSIS CLINIC, INC.","852512","-","240 PONCE DE LEON AVE NE","ATLANTA","GA","30308","6","KT/V COMPREHENSIVE","  88.56%","0","-","6","7"
"BIO-MEDICAL APPLICATIONS OF GA, INC","852513","-","234 KINGS BAY ROAD","KINGSLAND","GA","31548","6","KT/V COMPREHENSIVE","  96.62%","7","-","6","7"
"BRASELTON DIALYSIS","852514","-","1241 FRIENDSHIP RD SUITE 130","BRASELTON","GA","30517","6","KT/V COMPREHENSIVE","  96.95%","8","-","6","7"
"FRESENIUS KIDNEY CARE COLUMBUS HOME","852516","-","711 TALBOTTEN ROAD","COLUMBUS","GA","31904","6","KT/V COMPREHENSIVE","  93.60%","6","-","6","7"
"US RENAL CARE HIRAM HOME, LLC","852517","-","500 NATHAN DEAN BLVD SUITE 102","DALLAS","GA","30157","6","KT/V COMPREHENSIVE","No Rate","No Score","1","6","7"
"TOTAL RENAL CARE, INC.","852518","-","105 VILLAGE CIRCLE","SENOIA","GA","30276","6","KT/V COMPREHENSIVE","  97.98%","9","-","6","7"
"TOTAL RENAL CARE, INC.","852519","-","244 CORDELE RD SUITE 165","ALBANY","GA","31705","6","KT/V COMPREHENSIVE","  95.89%","7","-","6","7"
"TOTAL RENAL CARE, INC.","852520","-","401 TOWN PARK BLVD","EVANS","GA","30809","6","KT/V COMPREHENSIVE","  97.25%","8","-","6","7"
"DSI SNELLVILLE, LLC","852521","-","3370 SUGAR LOAF PARKWAY SUITE A-1","LAWRENCEVILLE","GA","30044","6","KT/V COMPREHENSIVE","  93.88%","4","-","6","7"
"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.","852522","-","3441 FENCE ROAD","DACULA","GA","30019","6","KT/V COMPREHENSIVE","  98.48%","9","-","6","7"
"PURE LIFE RENAL OF PERIMETER","852523","-","6160 PEACHTREE DUNWOODY ROAD SUITE A-110","ATLANTA","GA","30328","6","KT/V COMPREHENSIVE","  72.02%","0","-","6","7"
"USRC MONROE","852524","-","2161 W SPRING ST SUITE B","MONROE","GA","30655","6","KT/V COMPREHENSIVE","  98.42%","9","-","6","7"
"TARA BOULEVARD DIALYSIS","852525","-","6540 TARA BLVD SUITE 200","JONESBORO","GA","30236","6","KT/V COMPREHENSIVE","  94.87%","5","-","6","7"
"NORTHEAST GEORGIA HOME TRAINING","852526","-","1485 JESSE JEWELL PARKWAY, NE","GAINESVILLE","GA","30501","6","KT/V COMPREHENSIVE","  96.01%","8","-","6","7"
"CENTER HILL DIALYSIS","852527","-","2045 DONALD LEE HOLLOWELL PKWY NW NW","ATLANTA","GA","30318","6","KT/V COMPREHENSIVE","  83.19%","0","-","6","7"
"DIALYSIS CLINIC, INC. - EAST COLUMBUS","852528","-","5990 WARM SPRINGS ROAD","COLUMBUS","GA","31909","6","KT/V COMPREHENSIVE","  92.84%","3","-","6","7"
"DIALYSIS CLINIC, INC. - LEESBURG","852529","-","210 PARK STREET","LEESBURG","GA","31763","6","KT/V COMPREHENSIVE","  96.13%","7","-","6","7"
"MACON EASTSIDE DIALYSIS CENTER","852530","-","640 NORTH AVENUE SUITE H","MACON","GA","31211","6","KT/V COMPREHENSIVE","  93.72%","4","-","6","7"
"DIALYSIS CENTER OF FORSYTH, LLC","852531","-","120 NORTH LEE STREET SUITE E","FORSYTH","GA","31029","6","KT/V COMPREHENSIVE","  98.82%","10","-","6","7"
"BALDWIN DIALYSIS CENTER","852532","-","1310 NORTH COLUMBIA STREET","MILLEDGEVILLE","GA","31061","6","KT/V COMPREHENSIVE","  99.09%","10","-","6","7"
"FRESENIUS MEDICAL CARE STONECREST","852533","-","8455 MALL PKWY","LITHONIA","GA","30038","6","KT/V COMPREHENSIVE","  90.83%","0","-","6","7"
"ROCKBRIDGE DIALYSIS","852534","-","8032 ROCKBRIDGE ROAD","LITHONIA","GA","30058","6","KT/V COMPREHENSIVE","  82.71%","0","-","6","7"
"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC","852535","-","4455 STONE MOUNTAIN HWY","LILBURN","GA","30047","6","KT/V COMPREHENSIVE","  89.19%","0","-","6","7"
"MONTREAL DIALYSIS","852536","-","1901 MONTREAL ROAD","TUCKER","GA","30084","6","KT/V COMPREHENSIVE","No Rate","No Score","1","6","7"
"EMORY DIALYSIS LLC","852537","-","2165 NORTH DECATUR ROAD SUITE 100","DECATUR","GA","30033","6","KT/V COMPREHENSIVE","  94.20%","4","-","6","7"
"JESSE JEWELL DIALYSIS","852538","-","1475 JESSE JEWELL PKWY NE SUITE 110","GAINESVILLE","GA","30501","6","KT/V COMPREHENSIVE"," 100.00%","10","-","6","7"
"ATHENS KIDNEY CENTER","852539","-","103 N. WASHINGTON AVE SUITE 110","EATONTON","GA","31024","6","KT/V COMPREHENSIVE","No Rate","No Score","1","6","7"
"CAMILLA DIALYSIS","852540","-","251 HIGHWAY 19 N","CAMILLA","GA","31730","6","KT/V COMPREHENSIVE","  95.75%","6","-","6","7"
"CAIRO DIALYSIS","852541","-","1182 5TH ST. SE","CAIRO","GA","39828","6","KT/V COMPREHENSIVE","  98.18%","9","-","6","7"
"RED HILLS DIALYSIS","852542","-","201 OLD ALBANY RD","THOMASVILLE","GA","31792","6","KT/V COMPREHENSIVE","  96.87%","7","-","6","7"
"EAGLES LANDING DIALYSIS","852543","-","270 VILLAGE CENTER PKWY","STOCKBRIDGE","GA","30281","6","KT/V COMPREHENSIVE","  98.98%","10","-","6","7"
"DIALYSIS CLINIC INC.-POINTE NORTH","852544","-","650 POINTE NORTH BLVD.","ALBANY","GA","31721","6","KT/V COMPREHENSIVE"," 100.00%","10","-","6","7"
"LILBURN DIALYSIS","852545","-","4805 LAWRENCEVILLE HIGHWAY NW STE 320B","LILBURN","GA","30047","6","KT/V COMPREHENSIVE","No Rate","No Score","1","6","7"
"MACLAND DIALYSIS","852546","-","4110 AUSTELL POWDER SPRINGS RD STE100","POWDER SPRINGS","GA","30127","6","KT/V COMPREHENSIVE","No Rate","No Score","1","6","7"
"ORION DIALYSIS, LLC","852547","-","1950 HONEY CREEK COMMONS SE","CONYERS","GA","30094","6","KT/V COMPREHENSIVE","No Rate","No Score","1","6","7"
"PUTNAM DIALYSIS LLC","852548","-","301 SOUTH JEFFERSON AVENUE","EATONTON","GA","31024","6","KT/V COMPREHENSIVE","  89.96%","0","-","6","7"
"DUBLIN KIDNEY INSTITUTE, LLC","852550","-","207 INDUSTRIAL BLVD","DUBLIN","GA","31021","6","KT/V COMPREHENSIVE","No Rate","No Score","1","6","7"
"VANCILE DIALYSIS, LLC","852551","-","3170 PEACHTREE INDUSTRIAL BLVD, STE 100","DULUTH","GA","30097","6","KT/V COMPREHENSIVE","No Rate","No Score","1","6","7"
